Link;Price;Currency;Available_in_warehouse_pcs;EAN_PCS;Product_name
cr_1290;12.03;EUR;1530;5902934835770;Kettle glass 2,0 l - with temp. control  and  tea infuser
cr_1291;14.04;EUR;2632;5902934838306;Stainless Steel 1,7L kettle with LCD display & temp. regulation
cr_1300;9.03;EUR;4193;5903887803892;Kettle 1,7 L
cr_1342;21.60;EUR;787;5903887805070;Kettle metal 1,7 L STRIX
cr_1344b;13.12;EUR;585;5903887807005;Electric kettle with a thermometer 1,7L
cr_1344c;13.12;EUR;454;5903887807029;Electric kettle with a thermometer 1,7L
cr_1344w;13.12;EUR;183;5903887806985;Electric kettle with a thermometer 1,7L
cr_1901;25.18;EUR;477;5905575902405; Wireless Speakers - Bluetooth
cr_1902b;11.94;EUR;275;5905575903884;Radio FM with Bluetooth 
cr_1902w;11.94;EUR;663;5905575903907;Radio FM with Bluetooth
cr_1905;11.22;EUR;976;5905575905550;Portable mini radio USB
cr_2021;10.46;EUR;3766;5908256839670;Rotating hair dryer brush - 1200W - 38mm, 50mm
cr_2024;15.90;EUR;2763;5902934833806;Hair Styler Set 5-in-1
cr_2025;7.22;EUR;2103;5902934839631;Hair styler
cr_2156.1;1.08;EUR;742;5902934830652;Callus remover/Rolls for CR 2156
cr_2158.1;0.29;EUR;13851;5908256836921;Toothbrush set for CR 2158
cr_2169;5.89;EUR;1580;5902934832205;LED Bathroom Mirror
cr_2173;17.64;EUR;22;5902934837309;Sonic toothbrush - 48.000vpm
cr_2173.1;2.18;EUR;0;5902934837323;Replacement heads
cr_2174;17.77;EUR;1760;5902934837606;Foot massager foldable
cr_2253;8.47;EUR;550;5902934839785;Hair dryer 2400W + diffuser
cr_2254;4.54;EUR;2386;5902934839594;Hair dryer 1200W
cr_2255;9.11;EUR;871;5902934834728;Hair dryer 2200W + diffuser 
cr_2257;4.47;EUR;0;5902934835718;Hair dryer 1400W
cr_2261;4.80;EUR;2088;5903887801225;Hair dryer 1200W
cr_2268;11.21;EUR;342;5905575900630;Hair dryer 1800W ION + Diffuser
cr_2320;16.89;EUR;189;5902934837668;Professional hair straightener - with ION
cr_2322;8.20;EUR;0;5903887804042;Professional hair straightener - ceramic - tourmaline
cr_2323;14.80;EUR;21;5903887803212;Hair crimper
cr_2821;13.49;EUR;0;5908256835085;Hair clipper for pets - USB
cr_2821_1;3.23;EUR;3916;5902934830584;Hair clippers head to Camry CR2821,Adler AD2823, Mesko MS2826
cr_2833;8.73;EUR;1802;5902934834940;Vacuum beard trimmer
cr_2835g;20.78;EUR;1068;5903887805483;Premium metallic hair clipper with LCD
cr_2835s;20.78;EUR;49;5903887805469;Premium metallic hair clipper with LCD
cr_2835.1;6.14;EUR;108;5903887805506;Metal blade for CR 2835 Silver and CR2835 Gold
cr_2841;13.25;EUR;1249;5905575901736;Hair clipper LCD
cr_2844;14.83;EUR;1335;5905575902108;Hair clipper CR 2844
cr_2844.1;2.04;EUR;0;5905575902122;Blade for CR 2844
cr_2915;10.16;EUR;2166;5908256834170;Shaver for men
cr_2921;8.59;EUR;2464;5902934830539;Trimmer 5 in 1
cr_2925;13.26;EUR;828;5902934835664;Electric Shaver
cr_2925.1;1.97;EUR;0;5902934839693;Head for CR 2925
cr_2927;10.93;EUR;0;5902934838436;Mens shawer
cr_2927.1;2.14;EUR;171;5902934838450;Head for CR 2927
cr_2935;6.20;EUR;2324;5903887805735;Multi function trimmer set
cr_2938;7.02;EUR;1787;5903887807104;Travel Shaver 2 heads
cr_2938.1;1.93;EUR;240;5903887807166;Head for CR 2938
cr_3018;9.46;EUR;3092;5908256834002;Sandwich maker
cr_3019;11.70;EUR;1460;5908256834019;Waffle maker 700 W
cr_3022;11.97;EUR;571;5908256834811;Waffle maker 1000 W
cr_3023;15.30;EUR;1407;5908256834873;Sandwich maker XL
cr_3025;18.03;EUR;3776;5908256834897;Waffle maker 1500 W
cr_3042;19.32;EUR;0;5902934834414;Multifunctional Backing Device 5in1
cr_3044;14.48;EUR;486;5902934835435;Electric Grill
cr_3046;12.66;EUR;4888;5902934835602;Waffle maker 1600W
cr_3053;20.13;EUR;2899;5903887801973;Electric  grill 
cr_3054;11.71;EUR;4326;5903887801997;Sandwich Maker XL
cr_3057;20.75;EUR;873;5903887803083;Sandwich maker 6 in 1
cr_3082;12.00;EUR;1069;5905575904874;Wafer maker/cone maker
cr_3175;6.82;EUR;124;5903887805698;Kitchen scale - 15kg - touchless tare - big size
cr_3215;14.16;EUR;1305;5902934838320;Toaster 2 slice
cr_3218;9.93;EUR;2613;5903887800150;Toaster 2 slice
cr_3219;10.17;EUR;1829;5903887800136;Toaster 2 slice
cr_4006;23.09;EUR;0;5902934830287;Profesional Citruis Juicer
cr_4011;122.10;EUR;0;5903887804837;Oil Press
cr_4069;15.90;EUR;559;5908256838864;Blender personal
cr_4069i;16.48;EUR;0;5905575901170;Personal blender
cr_4071;30.12;EUR;526;5908256839427;Blender personal - POWERFUL NUTRI 
cr_4077;17.92;EUR;784;5902934834391;Blender
cr_4088;32.78;EUR;805;5905575905475;Table blender - titanium blades - 1.5L glass jug
cr_4089;32.43;EUR;881;5905575902634;Blender - 23000rpm - 1,7l jar - 3 programs
cr_4213;18.43;EUR;5812;5902934833912;Mixer with a bowl 600W
cr_4218;11.38;EUR;2086;5902934838979;Mixer
cr_4220b;10.36;EUR;3306;5903887801935;Hand mixer
cr_4220w;10.36;EUR;3082;5903887801911;Hand mixer
cr_4223;51.25;EUR;0;5903887803076;LCD Planetary food processor 2000W 5L
cr_4302;8.53;EUR;1096;5905575907455;Cordless USB Electric Coffee Grinder
cr_4410;49.41;EUR;0;5902934837644;Pressure coffee machine 
cr_4414bb;56.57;EUR;850;5905575904669;Multi-capsule espresso machine
cr_4414;54.79;EUR;2970;5903887805629;Multi-capsule espresso machine
cr_4415b;15.31;EUR;1947;5903887809115;Electric Moka pot
cr_4415w;15.31;EUR;1414;5903887809139;Electric Moka pot
cr_4415.1;0.67;EUR;194;5903887809153;Spare filter and gasket for the Moka CR 4415 coffee maker.
cr_4443;39.14;EUR;314;5902934837484;Conical Burr Coffee grinder
cr_4457;14.54;EUR;389;5908256833890;Chocolate Fountain
cr_4458;9.58;EUR;827;5908256834118;Popcorn maker
cr_4469;9.43;EUR;2858;5908256837607;Knife sharpener electric
cr_4470;31.03;EUR;0;5908256838222;Vacuum sealer
cr_4470.1;6.27;EUR;8771;5908256838307;Vacumm sealer rools for CR 4470 and AD 4484 + MS 4492 + AD 4503
cr_4470.2;2.08;EUR;10513;5905575901194;Vacumm sealer rools for CR 4470 and AD 4484 + MS 4492 + AD 4503
cr_4470.3;2.27;EUR;9582;5905575901200;Vacumm sealer rools for CR 4470 and AD 4484 + MS 4492 + AD 4503
cr_4480;12.16;EUR;871;5908256839564;Popcorn maker
cr_4481;55.47;EUR;147;5908256839885;Ice cream maker - capacity 0,7l
cr_4483;7.57;EUR;1101;5902934830461;Electric lunchbox DC12V & AC220-240V
cr_4488;24.01;EUR;1895;5902934838757;Chocolate Fountain
cr_4498;29.23;EUR;384;5903887803861;Milk frother - frothing and heating
cr_4501b;2.63;EUR;3645;5903887806121;Milk frother with whisk attachment and a stand
cr_4501r;2.63;EUR;1973;5903887809849;Milk frother with whisk attachment and a stand
cr_4507bk;4.15;EUR;760;5905575900852;Thermal flask LED 473ml black
cr_4510;5.22;EUR;299;5905575902610;Electric Wine Opener - set
cr_4513;16.51;EUR;1302;5905575903402;Electric knife - 2 Sets of Knives
cr_4517;9.54;EUR;1245;5905575903808;Electric lunch box heated - BIG SET - metal container + cutlery set + travel bag
cr_4519;11.93;EUR;187;5905575905451;Yogurt Maker
cr_4524;1.73;EUR;1148;5905575906939;Thermal bag - 5L
cr_4615;16.83;EUR;431;5902934830515;Blender hand SMOOTHIE
cr_4621;10.12;EUR;0;5903887806145;Hand blender - mini set 2 w 1
cr_4623;39.88;EUR;852;5902934833950;Blender hand 1600W set
cr_4630;11.28;EUR;1251;5905575904850;Hand blender - set
cr_4702;33.34;EUR;303;5908256835177;Food slicer - adjustment (0-15mm)
cr_4802;33.35;EUR;537;5908256830226;Meat mincer
cr_4812;34.96;EUR;179;5903887800341;Meat mincer
cr_4816;19.34;EUR;566;5905575904997;Vegetable slicer CR 4816
cr_5018;12.78;EUR;1982;5902934830324;Iron ceramic 3000 W
cr_5024;6.95;EUR;501;5908256835542;Iron travel 1500W steam
cr_5029;11.63;EUR;1319;5908256839373;Iron ceramic soleplate 3000 W
cr_5033;15.01;EUR;2569;5902934835800;Garment Steamer
cr_5036;13.13;EUR;2580;5903887807715;Steam iron  3400W
cr_5040;7.62;EUR;1404;5905575902498;Steam travel iron
cr_6311;38.95;EUR;0;5903887803267;Air Fryer Oven 9 programs 5 liters
cr_6313;29.45;EUR;631;5905575904683;Airfryer Oven 12 programs 5 liters
cr_6409;46.21;EUR;261;5902934833738;Pressure Cooker
cr_6414;23.29;EUR;0;5903887809375;Slow cooker 4,7L LED
cr_6419;11.19;EUR;3298;5905575901811;Rice cooker
cr_6505;25.12;EUR;0;5908256833876;Cooker induction
cr_6510;8.10;EUR;0;5908256839090;Cooker one-burner 
cr_6511;12.70;EUR;1146;5908256839083;Cooker two-burner 
cr_6514;62.71;EUR;146;5903887805322;Cooker induction two-burner
cr_6515;25.83;EUR;88;5903887809399;Cooker induction
cr_6606;11.81;EUR;76;5908256835320;Grill raclette
cr_6659;18.09;EUR;2896;5903887805605;Food Dehydrator
cr_7021;13.02;EUR;1099;5908256835153;Steam cleaner
cr_7029.1;3.44;EUR;392;5908256838215;Car brushes 
cr_7037.1;2.55;EUR;431;5901362005717;Set of 4 dust bags For CR 7037, AD7041 AD7007
cr_7037.2;0.40;EUR;1739;5902934831260;Hepa and outlet filter set for CR7037
cr_7039.1;2.76;EUR;390;5902934837569;Filter set for CR 7039
cr_7045;59.71;EUR;704;5902934839907;Professional industrial vacuum cleaner with tool socket
cr_7045.1;5.54;EUR;418;5901362007216;Non woven bag set 5 pcs.
cr_7045.2;2.52;EUR;62;5902934839938;Plastic hose
cr_7045.3;0.63;EUR;111;5902934839952;Sponge filter 
cr_7045.4;2.82;EUR;7;5902934839976;HEPA filter
cr_7045.5;2.90;EUR;18;5902934839990;Cotton filter
cr_7045.6;2.22;EUR;88;5903887800013;Professional floor brush
cr_7045.7;2.22;EUR;68;5903887800037;Universal floor brush
cr_7045.8;0.67;EUR;65;5903887800365;Air outlet filter
cr_7045.9;1.04;EUR;64;5903887800389;Construction gasket
cr_7046;25.35;EUR;1272;5903887802055;Bagless vacuum cleaner CR 7046
cr_7046.1;1.56;EUR;230;5903887803175;HEPA H12 Filter for CR 7046
cr_7063;94.86;EUR;319;5905575905192;CR 7063  Efficient vacuum cleaner for a large house PRO
cr_7063.1;1.45;EUR;109;5905575905215;Spare Hepa Filert AD 7063.1
cr_7063.2;22.60;EUR;28;5905575905239;Spare battery for AD 7063
cr_7063.3;6.91;EUR;0;5905575905253;Vacuum cleaner stand and accessories CR 7063
cr_7063.4;3.33;EUR;33;5905575905277;SOFT ROLLER FOR CR 7063
cr_7306;24.36;EUR;0;5908256831490;Fan 45 cm - velocity fan
cr_7307;35.91;EUR;0;5908256831506;Stand Fan 45 cm - velocity 
cr_7314;32.78;EUR;0;5908256835306;Fan 45 cm - metal with remote control
cr_7320;32.57;EUR;0;5902934835343;Fan Tower 107cm / 42"
cr_7329;45.46;EUR;206;5903887804165;Tripod Loft fan 40cm / 16”
cr_7416;14.21;EUR;0;5902934832465;Electirc heating under-blanket with timer (1)
cr_7417;23.21;EUR;133;5902934832489;Electirc heating under-blanket with timer (2)
cr_7418;23.86;EUR;0;5902934832649;Electirc heating throw-blanket with timer (1) SUPER SOFT
cr_7421;30.13;EUR;0;5902934832601;Electirc heating under-blanket with timer (2)
cr_7422;17.48;EUR;228;5902934832625;Electirc heating under-blanket with timer (1)
cr_7423;13.97;EUR;321;5902934832502;Electirc heating under-blanket with timer (1)
cr_7424;23.42;EUR;213;5902934832526;Electirc heating under-blanket with timer (2)
cr_7428;10.91;EUR;900;5902934837118;Electric heating pad - grey color
cr_7431;29.17;EUR;0;5903887801195;Heated den for animals
cr_7434;23.86;EUR;0;5903887806343;Electirc heating throw-blanket with timer (1) SUPER SOFT
cr_7435;14.73;EUR;0;5903887807364;Electirc heating under-blanket with timer (1)
cr_7436;25.89;EUR;336;5903887807388;Electirc heating under-blanket with timer (2)
cr_7441;25.97;EUR;270;5905575903549;Electirc heating throw-blanket with timer (1)  SUPER SOFT
cr_7442;23.70;EUR;0;5905575903563;Electirc heating throw-blanket with timer (1) SUPER SOFT
cr_7715;9.25;EUR;0;5902934831789;Heater - Easy Heater
cr_7721;33.36;EUR;40;5902934837408;Convection glass heater LCD with remote control
cr_7722;48.87;EUR;0;5902934837194;Ceramic fan heat tower LCD + Remote control + Timer 
cr_7732;15.11;EUR;237;5903887801430;Ceramic heater with LED
cr_7737;31.35;EUR;610;5903887805360;Patio heater - standing
cr_7739;26.03;EUR;0;5903887806947;Convection fan heater LCD with remote control
cr_7743;16.05;EUR;0;5903887806473;Ceramic fan heater 2400W
cr_7745;34.69;EUR;0;5903887809986;Ceramic fan heat tower LCD + Remote control + Timer
cr_7747;21.47;EUR;748;5905575900043;Bathroom heater
cr_7810;29.12;EUR;0;5902934836838;Oil-filled LED radiator with remote control 9 ribs
cr_7812;24.05;EUR;0;5903887801270;Oil-filled LED radiator with remote control 7 ribs
cr_7813;33.65;EUR;0;5903887801287;Oil-filled LED radiator with remote control 11 ribs
cr_7814;35.14;EUR;0;5903887801294;Oil-filled LED radiator with remote control 13 ribs
cr_7851;64.03;EUR;916;5903887802192;Air Dehumidifier LED (compressor)
cr_7851.1;0.78;EUR;194;5903887802208;Carbon air filter for CR7851 and AD7917
cr_7851.2;1.15;EUR;45;5903887802222;PP air filter for CR 7851 and AD 7917
cr_7853;153.90;EUR;0;5903887804530;Air conditioner 9000BTU with WIFI & heating
cr_7858;38.77;EUR;0;5903887805216;Tower Air cooler 3in1
cr_7903;32.32;EUR;722;5908256835054;Air dehumidifier
cr_7905;49.21;EUR;0;5908256837331;Air cooler 8L 3 in 1 with remote controller
cr_7907;166.92;EUR;0;5908256839335;Air conditioner 12000 BTU
cr_7908;49.64;EUR;0;5902934831086;Air cooler 7L 3 in 1
cr_7910;153.24;EUR;0;5902934831406;Air conditioner 7000 BTU
cr_7912;146.53;EUR;0;5902934835480;Air conditioner 9000BTU 
cr_7912.1;3.90;EUR;0;5902934836340;Window kit for CR7912 / AD7916
cr_7920;53.06;EUR;0;5902934839341;Air cooler 8L ION 4 in 1 with remote controller
cr_7926;123.88;EUR;0;5902934839457;Air conditioner 7000 BTU
cr_7929;141.46;EUR;0;5903887804554;Air conditioner 9000 BTU
cr_7970;14.93;EUR;855;5903887809535;Ultrasonic aroma diffuser 3in1
cr_7973b;20.19;EUR;970;5905575900937;Ultrasonic Humidifier
cr_7973w;20.19;EUR;1067;5905575900913;Ultrasonic Humidifier
cr_7973.1;0.72;EUR;219;5905575900951;Air humidifier filter
cr_8052;57.14;EUR;115;5908256835795;Washing machine + spinning
cr_8054;33.56;EUR;262;5902934835732;Washing machine + spinning
cr_8061;59.08;EUR;4290;5908256830165;Portable cooler 40 L
cr_8065;30.18;EUR;1516;5908256831551;Portable cooler 21 L
cr_8073;65.84;EUR;932;5908256839304;Ice cube maker
cr_8076;229.97;EUR;10;5902934839464;Portable refrigerator 38L with compressor
cr_8076.1;14.04;EUR;769;5902934839501;Adapter AC/DC for CR8076, AD8077, AD8081
cr_8171b;11.77;EUR;541;5903887805377;Bathroom scale baby weighing mode 180kg
cr_8171w;11.77;EUR;1163;5903887805391;Bathroom scale w/ baby weighing mode - 180kg
cr_8185;12.77;EUR;760;5905575902221;Baby scale - 20kg - automatic HOLD function
cr_9606;6.83;EUR;0;5908256832022;Lint remover with large blade 65 mm diameter
cr_9620;8.80;EUR;525;5905575902344;Lint remover LCD
cr_7820;38.13;EUR;0;5903887805940;Oil-filled LED radiator with remote control 15 ribs
ad_1286;8.87;EUR;3510;5902934834230;Kettle glass 2,0 L
ad_8174s;6.64;EUR;2080;5903887804639;Bathroom scale - LED display
ad_8175;7.70;EUR;3608;5903887804677;Bathroom scale - LED display
ad_8179;7.30;EUR;9701;5903887807548;Mechanical bathroom scale
ms_1177;13.38;EUR;1408;5902934836609;Weather station
ms_1261g;6.17;EUR;2868;5903887808958;Kettle plastic 1,7 L
ms_1276;5.63;EUR;2816;5902934831109;Kettle plastic 1,0 L
ms_1301b;12.54;EUR;33;5903887803915;Kettle 1,7 L
ms_1301w;12.54;EUR;2049;5903887803908;Kettle 1,7 L
ms_1302b;8.07;EUR;1643;5903887808521;Kettle glass 1,7 L
ms_1302w;8.07;EUR;1613;5903887808545;Kettle glass 1,7 L
ms_2109;3.52;EUR;2041;5908256837188;Curling iron - conical - 13-25mm
ms_2152;16.06;EUR;1139;5908256831292;Foot massager
ms_2249;6.55;EUR;1432;5902934831383;Hair dryer 2000 W
ms_2250;6.99;EUR;567;5902934831338;HAIR DRYER - 2100W
ms_2262;3.92;EUR;1586;5903887801249;Hair dryer 1000W
ms_2264;5.50;EUR;880;5903887802284;Hair dryer 1400W
ms_2311;4.69;EUR;1213;5908256832848;Hair straightener - ceramic
ms_2826;12.20;EUR;1483;5908256839717;Hair clipper for pets
ms_2842;10.32;EUR;1391;5905575901699;Hair clipper - LED - USB-c
ms_2843;10.55;EUR;1284;5905575901866;Hair clipper with LCD
ms_2920;7.80;EUR;2286;5908256839625;Shaver for men
ms_2926;4.94;EUR;1246;5902934837460;Shaver for men
ms_2926.1;1.85;EUR;200;5902934838184;Head for  MS2926
ms_2929;1.37;EUR;0;5902934838474;Nose trimmer
ms_2931;8.63;EUR;1948;5902934838917;Trimmer 5 in 1
ms_3032;5.65;EUR;3452;5908256839878;Sandwich maker
ms_3041;14.24;EUR;0;5902934834001;Nut Maker (24 pcs) XL
ms_3045;13.87;EUR;1860;5902934835411;Sandwich maker 3 in 1
ms_3050;18.32;EUR;1444;5902934839525;Electric contact grill
ms_3145;3.60;EUR;634;5908256834217;Kitchen scale
ms_3152;7.37;EUR;719;5908256836570;Scale kitchen with a bowl 2L
ms_3159g;3.78;EUR;0;5902934830386;Kitchen scale
ms_3159w;3.78;EUR;1533;5902934835268;Kitchen scale
ms_3159y;3.78;EUR;1431;5902934830393;Kitchen scale
ms_3164;3.89;EUR;1416;5902934834667;Kitchen scale with a bowl
ms_3169w;3.42;EUR;0;5902934838818;Kitchen scale - INOX
ms_3179b;4.55;EUR;777;5905575903501;Kitchen scale with a bowl
ms_3179w;4.55;EUR;893;5905575903525;Kitchen scale with a bowl
ms_3220;7.50;EUR;696;5903887800181;Toaster 2 slice
ms_4010;5.56;EUR;0;5903887801171;Citrus juicer
ms_4060gr;10.63;EUR;0;5902934830263;Blender
ms_4079b;19.10;EUR;401;5902934839617;Blender
ms_4079.1be;6.98;EUR;0;5902934837057;Jar for blender MS4079 - beige
ms_4079.1r;6.98;EUR;266;5902934837040;Jar for blender MS4079 - red
ms_4079.1b;6.98;EUR;78;5903887802017;Jar for blender MS4079 - black
ms_4080;22.46;EUR;1486;5902934839204;Blender - Glass jar 1,5L
ms_4080.1;6.86;EUR;0;5902934839228;Glass jar 1,5L
ms_4126b;19.30;EUR;1426;5903887801874;Juice extractor 600W
ms_4126;19.30;EUR;366;5902934831895;Juice extractor 600W
ms_4217;36.34;EUR;2086;5902934838672;Planetary food processor 1200W
ms_4403;45.13;EUR;1815;5908256836297;Espresso Machine - 15 bar
ms_4432;3.66;EUR;1402;5908256831445;Pepper / salt mill
ms_4485;6.64;EUR;0;5902934831444;Egg boiler for 3 eggs
ms_4492;19.10;EUR;9;5903887803823;Vacuum sealer
ms_4493b;1.23;EUR;1531;5903887801058;Milk frother
ms_4493g;1.23;EUR;2200;5903887801072;Milk frother
ms_4493p;1.23;EUR;185;5903887801096;Milk frother
ms_4502b;1.40;EUR;2467;5903887806091;Milk frother
ms_4619;6.56;EUR;960;5902934830157;Blender hand
ms_4805;24.46;EUR;1027;5908256835849;Meat mincer
ms_4809;22.85;EUR;1966;5902934833844;Meat mincer
ms_4908;27.91;EUR;1846;5908256836983;Fryer deep 2,5 L
ms_4910;18.19;EUR;1307;5902934830829;Fryer deep 1,5 L
ms_5023;7.68;EUR;1772;5908256834309;Iron steel soleplate 2200 W
ms_5028;8.71;EUR;498;5908256839380;Iron ceramic soleplate 2600 W
ms_5031;11.04;EUR;1057;5902934833837;Iron ceramic 3000 W
ms_5037;7.75;EUR;4018;5903887807609;Steam iron 2800W
ms_6022;46.68;EUR;471;5902934838870;Bread maker - 15 Programs
ms_6411;15.77;EUR;1801;5902934838894;Rice cooker - capacity 1.5L
ms_6508;6.75;EUR;815;5908256839014;Electric stove One Burner
ms_6509;10.83;EUR;1098;5908256839137;Electric stove Two Burner
ms_7020.1;5.13;EUR;176;5908256835283;Mop pads for MS 7020 5 pcs.
ms_7058;17.54;EUR;0;5905575905390;Vertical cyclone vacuum cleaner
ms_7058.1;0.69;EUR;0;5905575905413;Spare filter for MS7058
ms_7308;6.96;EUR;0;5908256832329;Fan 23 cm - desk
ms_7309;10.59;EUR;0;5908256832336;Fan 30 cm - desk
ms_7310;8.68;EUR;0;5908256832350;Fan 40 cm - desk
ms_7311;10.10;EUR;0;5908256832343;Fan 40 cm - stand
ms_7322;3.90;EUR;0;5902934839297;Fan - Desk - 15cm USB
ms_7330;24.42;EUR;0;5903887804127;Velocity floor fan 50cm / 20"
ms_7419;9.01;EUR;710;5902934832564;Electirc heating under-blanket (1)
ms_7420;16.34;EUR;671;5902934832588;Electirc heating under-blanket (2)
ms_7429;9.48;EUR;814;5902934837095;Electric heating pad - grey color
ms_7710;5.01;EUR;0;5908256839854;Heater quartz
ms_7719;6.05;EUR;0;5902934831710;Heater fan
ms_7736;33.71;EUR;0;5903887801744;Ceramic fan heat tower LCD + Remote control + Timer
ms_7741b;18.22;EUR;0;5903887806442;Convector heater with timer and Turbo fan
ms_7741w;18.22;EUR;0;5903887806411;Convector heater with timer and Turbo fan
ms_7804;13.80;EUR;0;5908256834262;Oil-filled radiator 7 ribs
ms_7805;16.12;EUR;0;5908256834279;Oil-filled radiator 9 ribs
ms_7806;18.43;EUR;0;5908256834286;Oil-filled radiator 11 ribs
ms_7854;127.30;EUR;0;5903887804547;Air conditioner 9000BTU
ms_7911;119.84;EUR;0;5902934835473;Air conditioner 5000BTU
ms_7918;23.18;EUR;175;5902934839372;Air cooler 3in1 4L
ms_7928;126.16;EUR;0;5902934839471;Air conditioner 7000 BTU
ms_8053;33.56;EUR;0;5902934830959;Washing machine + spinning
ms_8137;4.74;EUR;2072;5908256832381;Bathroom scale
ms_8146;10.16;EUR;2663;5908256835481;Bathroom scale with analyzer
ms_8149;4.88;EUR;438;5908256838291;Bathroom scale
ms_8150b;5.23;EUR;45;5908256838581;Bathroom scale
ms_8156;4.88;EUR;235;5908256838444;Bathroom scale
ms_8160;3.50;EUR;1952;5902934830416;Bathroom mechanical scale
ms_9610;1.62;EUR;3517;5908256833951;Lint remover
